Source,NCIP,Separated,Date,freq
SIM,1,NO,1934,9062
SIM,1,NO,1935,9213
SIM,1,NO,1936,9066
SIM,1,NO,1937,9149
SIM,1,NO,1938,9114
SIM,1,NO,1939,9146
STAT,1,YES,1999,27.29715189762492
STAT,1,YES,1998,27.30244967795915
STAT,1,YES,1997,27.307748959567807
STAT,4,NA,1899,32498.156401247987
STAT,1,YES,1989,27.35015460994099
STAT,1,YES,1988,27.355452423249915
STAT,1,YES,1987,27.360749247491885
STAT,1,YES,1986,27.366045262191466
STAT,1,YES,1996,27.313049402629375
STAT,1,YES,1995,27.318350623836558
STAT,1,YES,1994,27.32365224094711
STAT,1,YES,1993,27.328953887402346
STAT,1,YES,1992,27.334255216583877
STAT,1,YES,1991,27.339555914567946
STAT,1,YES,1990,27.34485575967143
SIM,1,NO,1910,9042
SIM,1,NO,1911,9232
STAT,4,NA,1883,21042.460218534132
STAT,4,NA,1882,20228.347574311865
STAT,4,NA,1881,19407.570291282704
STAT,4,NA,1880,18580.902962777607
STAT,4,NA,1887,24217.20707114738
STAT,4,NA,1886,23437.366496145016
STAT,4,NA,1885,22647.755579540953
STAT,4,NA,1884,21849.2096379156
SIM,1,NO,1909,9235
STAT,4,NA,1879,17749.38109467073
STAT,4,NA,1878,16914.584532665245
STAT,4,NA,1877,16078.676447918366
SIM,1,NO,1901,9228
SIM,1,NO,1902,9246
SIM,1,NO,1903,9214
SIM,1,NO,1904,9143
SIM,1,NO,1905,9089
SIM,1,NO,1906,9218
SIM,1,NO,1907,9192
SIM,1,NO,1908,9190
STAT,4,NA,1890,26490.02953049025
SIM,1,NO,1900,9161
STAT,4,NA,1894,29330.903993905962
STAT,4,NA,1893,28643.683438586868
STAT,4,NA,1892,27940.45982910909
STAT,4,NA,1891,27222.361389123984
STAT,4,NA,1898,31903.57956967182
STAT,4,NA,1897,31288.78005165811
STAT,4,NA,1896,30654.580376753278
STAT,4,NA,1895,30001.508433114697
STAT,4,NA,1889,25744.401227623664
STAT,4,NA,1888,24986.594765535483
SIM,2,NO,2006,6395
SIM,2,NO,2007,6374
SIM,2,NO,2004,6373
SIM,2,NO,2005,6422
SIM,2,NO,2008,6456
SIM,2,NO,2009,6326
SIM,2,YES,1874,22
SIM,2,YES,1875,22
STAT,1,YES,1959,27.509677045479055
SIM,2,YES,1872,22
STAT,1,YES,1958,27.514986239090657
SIM,2,YES,1873,23
STAT,1,YES,1957,27.520293035201497
SIM,2,NO,2002,6378
SIM,2,YES,1878,23
STAT,1,YES,1956,27.5255983695276
SIM,2,NO,2003,6241
SIM,2,YES,1879,23
STAT,1,YES,1955,27.53090417174406
SIM,2,NO,2000,6371
SIM,2,YES,1876,23
STAT,1,YES,1954,27.53621199833235
SIM,2,NO,2001,6372
SIM,2,YES,1877,22
STAT,1,YES,1953,27.54152343081052
STAT,1,YES,1963,27.488401188929156
STAT,1,YES,1962,27.493727006435982
STAT,1,YES,1961,27.499048202416343
STAT,1,YES,1960,27.50436464024462
SIM,2,YES,1870,23
SIM,2,YES,1871,23
STAT,1,NO,2015,8418.672763430088
STAT,1,NO,2016,8417.04167494313
SIM,2,NO,2015,16
SIM,2,YES,1869,22
STAT,1,NO,2011,8425.198385849397
STAT,1,NO,2012,8423.566711750587
STAT,1,NO,2013,8421.935249093822
STAT,1,NO,2014,8420.303945994805
SIM,2,YES,1863,23
STAT,1,YES,1949,27.562835937954663
SIM,2,YES,1864,22
SIM,2,NO,2010,6380
STAT,1,YES,1948,27.568186471205827
SIM,2,YES,1861,23
STAT,1,YES,1947,27.57354649020363
SIM,2,YES,1862,22
STAT,1,YES,1946,27.578917261400818
STAT,1,NO,2010,8426.83033305554
SIM,2,YES,1867,23
SIM,2,NO,2013,6390
STAT,1,YES,1945,27.584298745128365
SIM,2,NO,2014,6346
SIM,2,YES,1868,22
STAT,1,YES,1944,27.589686961745457
SIM,2,YES,1865,23
SIM,2,NO,2011,6301
STAT,1,YES,1943,27.59508028188164
SIM,2,YES,1866,22
SIM,2,NO,2012,6362
STAT,1,YES,1942,27.60047735801436
STAT,1,YES,1952,27.54683968660564
STAT,1,YES,1951,27.552162603779415
STAT,1,YES,1950,27.557494794615057
SIM,2,YES,1860,22
SIM,2,YES,1896,22
SIM,2,YES,1897,22
SIM,2,YES,1894,22
SIM,2,YES,1895,23
STAT,1,YES,1979,27.403131962747295
STAT,1,YES,1978,27.40843895333027
STAT,1,YES,1977,27.41374975661485
SIM,2,YES,1898,23
STAT,1,YES,1976,27.419064801373608
SIM,2,YES,1899,23
STAT,1,YES,1975,27.424384284916886
STAT,1,YES,1985,27.371340823624962
STAT,1,YES,1984,27.37663632784068
STAT,1,YES,1983,27.38193224756303
STAT,1,YES,1982,27.38722911317991
SIM,2,YES,1892,21
STAT,1,YES,1981,27.392527573079807
SIM,2,YES,1893,24
STAT,1,YES,1980,27.397828335851145
SIM,2,YES,1890,22
SIM,2,YES,1891,23
SIM,2,YES,1885,22
SIM,2,YES,1886,22
SIM,2,YES,1883,22
STAT,1,YES,1969,27.456381151746566
SIM,2,YES,1884,23
STAT,1,YES,1968,27.461721580410686
SIM,2,YES,1889,23
STAT,1,YES,1967,27.467061946383932
STAT,1,YES,1966,27.47240112479042
SIM,2,YES,1887,23
STAT,1,YES,1965,27.477737784674876
SIM,2,YES,1888,23
STAT,1,YES,1964,27.48307131526478
STAT,1,YES,1974,27.429708166403202
STAT,1,YES,1973,27.435036242309216
STAT,1,YES,1972,27.440368217627068
STAT,1,YES,1971,27.445703611291247
SIM,2,YES,1881,23
STAT,1,YES,1970,27.45104152910669
SIM,2,YES,1882,22
SIM,2,YES,1880,22
SIM,3,NO,1898,3033
SIM,1,NO,1970,9092
SIM,3,NO,1897,3088
SIM,1,NO,1971,9024
SIM,3,NO,1896,3101
SIM,1,NO,1972,9045
SIM,3,NO,1895,3073
SIM,1,NO,1973,9069
SIM,3,YES,2014,3
SIM,1,NO,1974,9080
SIM,1,NO,1975,9031
STAT,1,YES,1919,27.723411633822348
SIM,1,NO,1976,8991
STAT,1,YES,1918,27.72886737666013
SIM,1,NO,1977,9153
SIM,3,NO,1899,2997
STAT,1,YES,1917,27.734336627570976
SIM,3,NO,1890,3055
STAT,1,YES,1916,27.739828761969097
STAT,1,YES,1915,27.745356261344025
STAT,1,YES,1914,27.7508631518826
STAT,1,YES,1913,27.756363925995203
SIM,3,NO,1894,3050
STAT,1,YES,1912,27.76185198171465
SIM,3,NO,1893,3126
STAT,1,YES,1911,27.76735273213728
SIM,3,NO,1892,2968
STAT,1,YES,1910,27.772843139046508
SIM,3,NO,1891,3067
SIM,1,NO,1967,9156
SIM,1,NO,1968,9130
SIM,1,NO,1969,9082
SIM,3,YES,2013,4
SIM,3,YES,2012,3
SIM,3,YES,2011,3
SIM,3,YES,2010,3
SIM,3,NO,1887,2969
SIM,1,NO,1960,9031
SIM,3,NO,1886,2970
SIM,1,NO,1961,9019
SIM,3,NO,1885,2997
SIM,1,NO,1962,9071
SIM,3,NO,1884,3009
SIM,1,NO,1963,9072
STAT,1,YES,1909,27.77824013760029
SIM,1,NO,1964,9063
STAT,1,YES,1908,27.78361052058346
SIM,1,NO,1965,9037
SIM,3,NO,1889,2991
STAT,1,YES,1907,27.78896445554409
SIM,1,NO,1966,9072
SIM,3,NO,1888,3006
STAT,1,YES,1906,27.794325594930633
STAT,1,YES,1905,27.799605934566944
STAT,1,YES,1904,27.80481642738951
STAT,1,YES,1903,27.810019866874548
STAT,1,YES,1902,27.81523443225909
SIM,3,NO,1883,3096
STAT,1,YES,1901,27.82042610907296
SIM,3,NO,1882,3014
STAT,1,YES,1900,27.825536889236332
SIM,3,NO,1881,2994
SIM,3,NO,1880,3046
SIM,1,NO,1956,9116
SIM,1,NO,1957,9121
SIM,1,NO,1958,9056
SIM,1,NO,1959,9055
SIM,3,NO,1876,3152
SIM,1,NO,1992,9057
STAT,1,NO,2004,8436.631610076689
SIM,3,NO,1875,3020
SIM,1,NO,1993,8983
STAT,1,NO,2005,8434.996598756263
SIM,2,YES,1858,23
SIM,3,NO,1874,2964
SIM,1,NO,1994,8995
STAT,1,NO,2006,8433.362246957398
SIM,2,YES,1859,22
SIM,3,NO,1873,3059
SIM,1,NO,1995,8986
STAT,1,NO,2007,8431.728507552061
SIM,1,NO,1996,9016
STAT,1,NO,2000,8443.178626643043
SIM,3,NO,1879,3041
SIM,1,NO,1997,8985
STAT,1,NO,2001,8441.540841071153
SIM,3,NO,1878,3051
SIM,1,NO,1998,9004
STAT,1,NO,2002,8439.903725714721
SIM,3,NO,1877,3035
SIM,1,NO,1999,9007
STAT,1,YES,1939,27.616670997929393
STAT,1,NO,2003,8438.267313539996
STAT,1,YES,1938,27.622057426840495
STAT,1,YES,1937,27.62743611950379
STAT,1,YES,1936,27.632804965120584
STAT,1,YES,1935,27.638157435495348
SIM,2,YES,1856,23
SIM,3,NO,1872,3126
STAT,1,YES,1934,27.64349709959594
SIM,2,YES,1857,22
SIM,3,NO,1871,2987
STAT,1,YES,1933,27.648824336812673
SIM,2,YES,1854,23
SIM,3,NO,1870,3043
SIM,1,NO,1990,8977
STAT,1,YES,1932,27.654141139647916
SIM,2,YES,1855,22
SIM,1,NO,1991,9065
STAT,1,YES,1931,27.659443878663804
STAT,1,YES,1941,27.605877775831782
STAT,1,YES,1940,27.611277186552137
SIM,1,NO,1989,9038
STAT,1,NO,2008,8430.095322144525
STAT,1,NO,2009,8428.4626214073
SIM,3,NO,1865,3022
SIM,1,NO,1981,9051
SIM,3,YES,2006,3
SIM,3,NO,1864,3064
SIM,1,NO,1982,9033
SIM,3,YES,2005,3
SIM,3,NO,1863,2947
SIM,1,NO,1983,8942
SIM,3,YES,2004,4
SIM,3,NO,1862,3006
SIM,1,NO,1984,8952
SIM,3,YES,2003,3
SIM,3,NO,1869,2984
SIM,1,NO,1985,9033
SIM,3,NO,1868,3032
SIM,1,NO,1986,9054
SIM,3,YES,2009,3
SIM,3,NO,1867,3068
SIM,1,NO,1987,9018
SIM,3,YES,2008,4
STAT,1,YES,1929,27.670016035376594
SIM,3,NO,1866,3059
SIM,1,NO,1988,9036
SIM,3,YES,2007,3
STAT,1,YES,1928,27.67530199457512
STAT,1,YES,1927,27.680591221234877
STAT,1,YES,1926,27.685880443559256
STAT,1,YES,1925,27.69117634697666
STAT,1,YES,1924,27.696495564323662
SIM,3,NO,1861,3086
STAT,1,YES,1923,27.70183503880958
SIM,3,NO,1860,3066
STAT,1,YES,1922,27.707191770086528
STAT,1,YES,1921,27.712565864656458
SIM,1,NO,1980,9021
STAT,1,YES,1920,27.717976136160203
STAT,1,YES,1930,27.664730517747014
SIM,1,NO,1978,8983
SIM,1,NO,1979,9094
SIM,3,NO,1859,3114
SIM,3,YES,2002,3
SIM,3,YES,2001,3
SIM,3,YES,2000,3
SIM,3,NO,1854,3095
SIM,3,NO,1858,3021
STAT,4,YES,1981,0.37432961082466626
SIM,3,NO,1857,3080
STAT,4,YES,1982,0.37425685934636777
SIM,3,NO,1856,3109
SIM,3,NO,1855,3066
STAT,4,YES,1980,0.3744024209273057
STAT,4,YES,1974,0.37483970374943304
STAT,4,YES,1975,0.3747668486510331
STAT,4,YES,1972,0.37498525743752026
STAT,4,YES,1973,0.37491251042429247
STAT,4,YES,1978,0.3745481611733277
STAT,4,YES,1979,0.3744752761215788
STAT,4,YES,1976,0.37469396153513207
STAT,4,YES,1977,0.3746210608400997
STAT,4,YES,1970,0.3751305364421908
STAT,4,YES,1971,0.3750579351461646
STAT,4,YES,1969,0.3752030629868949
STAT,4,YES,1963,0.3756371971559233
STAT,4,YES,1964,0.37556487086092605
STAT,4,YES,1961,0.3757819988617204
STAT,4,YES,1962,0.37570956816101964
STAT,4,YES,1967,0.3753479150771752
STAT,4,YES,1968,0.3752755190435523
STAT,4,YES,1965,0.37549256656457825
STAT,4,YES,1966,0.37542025862891454
STAT,4,YES,1960,0.37585452917367856
STAT,0,NA,2009,275276.17685307784
STAT,0,NA,2005,275489.68947266164
STAT,0,NA,2006,275436.297359323
STAT,0,NA,2007,275382.91450273886
STAT,0,NA,2008,275329.5409646364
STAT,2,YES,2000,20.061207855953803
STAT,0,NA,2012,275116.1426553971
STAT,0,NA,2013,275062.8179423646
STAT,4,YES,1958,0.375999996411448
STAT,0,NA,2014,275009.50356977014
STAT,2,YES,2002,20.053421710740288
STAT,4,YES,1959,0.3759271901912187
STAT,0,NA,2015,274956.1997179269
STAT,2,YES,2001,20.05731441425529
STAT,2,YES,2004,20.045639619095375
STAT,2,YES,2003,20.04953003045374
STAT,2,YES,2006,20.037863334484772
STAT,0,NA,2010,275222.82231098483
STAT,2,YES,2005,20.04175067135385
STAT,0,NA,2011,275169.47751379415
STAT,4,YES,1952,0.3764399954697349
STAT,4,YES,1953,0.3763663419093228
STAT,4,YES,1950,0.37658754693053936
STAT,4,YES,1951,0.3765137213743295
STAT,4,YES,1956,0.37614604612270863
STAT,4,YES,1957,0.3760729486039668
STAT,4,YES,1954,0.37629277308468756
STAT,4,YES,1955,0.37621933135649255
STAT,2,YES,2008,20.030093814948568
STAT,2,YES,2007,20.033977702088087
STAT,2,YES,2009,20.02621165648894
STAT,0,NA,2016,274902.906546229
STAT,0,NA,2017,9664.988719155926
STAT,2,YES,2011,20.018452224506547
STAT,4,YES,1949,0.37666133673844976
STAT,2,YES,2010,20.02233116165468
STAT,2,YES,2013,20.010698427068547
STAT,4,YES,1947,0.3768086395733798
STAT,2,YES,2012,20.01457470274113
STAT,4,YES,1948,0.37673504761789867
STAT,2,YES,2015,20.002948891143646
STAT,2,YES,2014,20.0068232169117
STAT,2,YES,2016,19.999075273505923
STAT,4,YES,1941,0.37724664363531607
STAT,4,YES,1942,0.37717418237818295
STAT,4,YES,1940,0.3773189506099201
STAT,4,YES,1945,0.37695553090077183
STAT,4,YES,1946,0.3768821341485754
STAT,4,YES,1943,0.37710154198630624
STAT,4,YES,1944,0.37702866587751793
SIM,0,NA,1906,721809
SIM,0,NA,1907,721667
SIM,0,NA,1908,721496
SIM,0,NA,1909,721364
SIM,0,NA,1900,722746
SIM,0,NA,1901,722641
SIM,0,NA,1902,722416
SIM,0,NA,1903,722278
SIM,0,NA,1904,722115
SIM,0,NA,1905,721961
STAT,4,YES,1996,0.37324374210291394
STAT,4,YES,1997,0.37317148745907286
STAT,4,YES,1994,0.37338820498080955
STAT,4,YES,1995,0.3733159798025198
STAT,4,YES,1998,0.37309921355994574
STAT,4,YES,1999,0.373026920530947
STAT,4,YES,1992,0.37353264325511343
STAT,4,YES,1993,0.37346042376137006
STAT,4,YES,1990,0.3736771197213401
STAT,4,YES,1991,0.37360487155016814
STAT,4,YES,1985,0.3740389906473889
STAT,4,YES,1986,0.3739665032937196
STAT,4,YES,1983,0.374184170182844
STAT,4,YES,1984,0.3741115463009305
STAT,4,YES,1989,0.37374939789266604
STAT,4,YES,1987,0.373894081488068
STAT,4,YES,1988,0.373821715727358
SIM,1,YES,1911,28
SIM,1,YES,1910,30
SIM,1,YES,1913,29
SIM,1,YES,1912,31
SIM,1,YES,1915,32
SIM,1,YES,1914,28
SIM,1,YES,1917,29
SIM,1,YES,1916,30
SIM,1,YES,1919,29
SIM,1,YES,1918,30
SIM,1,YES,1900,30
SIM,1,YES,1902,31
SIM,1,YES,1901,29
SIM,1,YES,1904,30
SIM,1,YES,1903,29
SIM,1,YES,1906,31
SIM,1,YES,1905,28
SIM,1,YES,1908,29
SIM,1,YES,1907,30
SIM,1,YES,1909,30
STAT,3,YES,2008,3.418776107164563
STAT,3,YES,2009,3.4181130480346256
STAT,3,YES,2006,3.420103087828524
STAT,3,YES,2007,3.4194394610590764
SIM,1,YES,1931,30
SIM,1,YES,1930,29
SIM,1,YES,1933,30
SIM,1,YES,1932,29
SIM,1,YES,1935,29
SIM,1,YES,1934,29
SIM,1,YES,1937,30
STAT,3,YES,2011,3.4167878524005224
SIM,1,YES,1936,30
STAT,3,YES,2012,3.4161257104812623
SIM,1,YES,1939,30
SIM,1,YES,1938,29
STAT,3,YES,2010,3.417450295660062
STAT,3,YES,2015,3.414140894514889
STAT,3,YES,2016,3.413479734822989
STAT,3,YES,2013,3.4154638529697974
STAT,3,YES,2014,3.4148022568110115
SIM,1,YES,1920,30
SIM,1,YES,1922,29
SIM,1,YES,1921,29
SIM,1,YES,1924,29
SIM,1,YES,1923,30
SIM,1,YES,1926,29
STAT,3,YES,2000,3.424088300531118
SIM,1,YES,1925,31
STAT,3,YES,2001,3.4234239394854895
SIM,1,YES,1928,29
SIM,1,YES,1927,30
STAT,3,YES,2004,3.421431023340158
SIM,1,YES,1929,30
STAT,3,YES,2005,3.420766955287041
STAT,3,YES,2002,3.4227595688810277
STAT,3,YES,2003,3.42209524495691
SIM,1,YES,1951,29
STAT,4,YES,1938,0.37746298722840776
SIM,1,YES,1950,30
STAT,4,YES,1939,0.37739104273998086
SIM,1,YES,1953,28
STAT,4,YES,1936,0.3776067842070201
SIM,1,YES,1952,29
STAT,4,YES,1937,0.37753489494508935
SIM,1,YES,1955,29
SIM,1,YES,1954,31
SIM,1,YES,1957,29
SIM,1,YES,1956,30
SIM,1,YES,1959,29
STAT,4,YES,1930,0.3780417004938473
SIM,1,YES,1958,30
STAT,4,YES,1931,0.37796853268094643
STAT,4,YES,1934,0.3777508072825767
STAT,4,YES,1935,0.3776786996643196
STAT,4,YES,1932,0.3778957254538971
STAT,4,YES,1933,0.37782312676296137
SIM,1,YES,1940,29
STAT,4,YES,1927,0.3782641264591045
STAT,4,YES,1928,0.3781896386135856
SIM,1,YES,1942,29
STAT,4,YES,1925,0.37841395761288543
SIM,1,YES,1941,30
STAT,4,YES,1926,0.37833873976243515
SIM,1,YES,1944,28
SIM,1,YES,1943,30
SIM,1,YES,1946,29
STAT,4,YES,1929,0.3781154679521104
SIM,1,YES,1945,31
SIM,1,YES,1948,30
SIM,1,YES,1947,29
STAT,4,YES,1920,0.3787913901135193
SIM,1,YES,1949,29
STAT,4,YES,1923,0.3785653082128883
STAT,4,YES,1924,0.378489656471888
STAT,4,YES,1921,0.37871565036783356
STAT,4,YES,1922,0.37864065000529157
SIM,1,YES,1971,29
SIM,1,YES,1970,31
SIM,1,YES,1973,29
STAT,4,YES,1916,0.37908719810419345
SIM,1,YES,1972,29
STAT,4,YES,1917,0.37901398952858534
SIM,1,YES,1975,29
STAT,4,YES,1914,0.37923219833121724
SIM,1,YES,1974,30
STAT,4,YES,1915,0.3791609444174985
SIM,1,YES,1977,29
SIM,1,YES,1976,29
SIM,1,YES,1979,29
STAT,4,YES,1918,0.37894061261685585
SIM,1,YES,1978,30
STAT,4,YES,1919,0.37886638963212316
STAT,4,YES,1912,0.379373110669458
STAT,4,YES,1913,0.37930290509915926
STAT,4,YES,1910,0.3795159179625539
STAT,4,YES,1911,0.3794442366887146
SIM,1,YES,1960,29
SIM,1,YES,1962,31
STAT,4,YES,1905,0.379869433681577
SIM,1,YES,1961,28
STAT,4,YES,1906,0.3797969633181898
SIM,1,YES,1964,29
STAT,4,YES,1903,0.3800147858940577
SIM,1,YES,1963,29
STAT,4,YES,1904,0.3799417447596769
SIM,1,YES,1966,29
STAT,4,YES,1909,0.37958465189137386
SIM,1,YES,1965,29
SIM,1,YES,1968,30
STAT,4,YES,1907,0.3797250181085091
SIM,1,YES,1967,30
STAT,4,YES,1908,0.37965432353335077
SIM,1,YES,1969,28
STAT,4,YES,1901,0.38016291635003696
STAT,4,YES,1902,0.38008908114398565
STAT,4,YES,1900,0.38023899740614175
SIM,2,YES,1915,23
SIM,2,YES,1916,21
SIM,2,YES,1913,22
SIM,2,YES,1914,22
SIM,2,YES,1919,22
SIM,2,YES,1917,23
SIM,2,YES,1918,23
SIM,1,YES,1991,30
SIM,2,YES,1911,22
SIM,1,YES,1990,29
SIM,2,YES,1912,23
SIM,1,YES,1993,29
SIM,1,YES,1992,29
SIM,2,YES,1910,22
SIM,1,YES,1995,29
SIM,1,YES,1994,29
SIM,1,YES,1997,29
SIM,1,YES,1996,29
SIM,1,YES,1999,30
SIM,1,YES,1998,29
SIM,2,YES,1904,21
SIM,2,YES,1905,24
SIM,2,YES,1902,22
SIM,2,YES,1903,23
SIM,2,YES,1908,23
SIM,2,YES,1909,22
SIM,2,YES,1906,22
SIM,2,YES,1907,22
SIM,1,YES,1980,28
SIM,2,YES,1900,22
SIM,2,YES,1901,22
SIM,1,YES,1982,30
SIM,1,YES,1981,30
SIM,1,YES,1984,29
SIM,1,YES,1983,28
SIM,1,YES,1986,29
SIM,1,YES,1985,30
SIM,1,YES,1988,29
SIM,1,YES,1987,29
SIM,1,YES,1989,29
SIM,2,YES,1937,22
SIM,2,YES,1938,21
SIM,2,YES,1935,22
SIM,2,YES,1936,23
SIM,2,YES,1939,23
SIM,0,NA,1997,707903
SIM,0,NA,1998,707772
SIM,2,YES,1930,23
SIM,0,NA,1999,707632
SIM,2,YES,1933,22
SIM,2,YES,1934,22
SIM,2,YES,1931,22
SIM,2,YES,1932,22
SIM,0,NA,1990,708994
SIM,0,NA,1991,708820
SIM,0,NA,1992,708695
SIM,0,NA,1993,708548
SIM,0,NA,1994,708366
SIM,0,NA,1995,708238
SIM,0,NA,1996,708065
SIM,2,YES,1926,24
SIM,2,YES,1927,22
SIM,2,YES,1924,23
SIM,2,YES,1925,20
SIM,2,YES,1928,22
SIM,2,YES,1929,22
SIM,2,YES,1922,20
SIM,2,YES,1923,24
