Source,Age,NPA,Date,freq
STAT,50+,20to24,1977,0.0
STAT,25to29,25to29,1869,2038.6643602774495
STAT,45to49,50to100,1888,25.697425015418336
STAT,50+,20to24,1978,0.0
STAT,45to49,50to100,1889,25.736680035626254
STAT,25to29,25to29,1868,2030.6547078281135
STAT,50+,20to24,1979,0.0
STAT,25to29,25to29,1867,2021.7433450530352
STAT,45to49,50to100,1886,25.563790752236326
STAT,45to49,50to100,1887,25.664151383448793
STAT,25to29,25to29,1866,2000.8117879620866
STAT,25to29,25to29,1865,1967.4673132989212
STAT,25to29,25to29,1864,1919.3700661288208
STAT,25to29,25to29,1863,1858.6890986640678
STAT,25to29,25to29,1862,1776.0137366330441
STAT,25to29,50to100,1938,30.422395262789394
STAT,25to29,50to100,1939,30.4165655712136
STAT,25to29,50to100,1934,30.445484895867885
STAT,25to29,50to100,1935,30.439739453120637
STAT,25to29,50to100,1936,30.433982207841854
STAT,25to29,50to100,1937,30.428198856884006
STAT,25to29,50to100,1930,30.468439342565617
STAT,45to49,50to100,1891,25.720923826967084
STAT,25to29,25to29,1872,2036.8839087917067
STAT,50+,20to24,1970,0.0
STAT,25to29,50to100,1931,30.462699970074244
STAT,25to29,25to29,1871,2037.50804243033
STAT,45to49,50to100,1892,25.714701622664624
STAT,50+,20to24,1971,0.0
STAT,25to29,50to100,1932,30.45696560741245
STAT,25to29,25to29,1870,2038.460946684409
STAT,50+,20to24,1972,0.0
STAT,25to29,50to100,1933,30.4512239978858
STAT,45to49,50to100,1890,25.732262075833013
STAT,50+,20to24,1973,0.0
STAT,45to49,50to100,1895,25.704478772724173
STAT,50+,20to24,1974,0.0
STAT,45to49,50to100,1896,25.705420993954686
STAT,50+,20to24,1975,0.0
STAT,45to49,50to100,1893,25.713158395549353
STAT,50+,20to24,1976,0.0
STAT,45to49,50to100,1894,25.70605075577221
STAT,50+,20to24,1988,0.0
STAT,25to29,25to29,1858,1201.4148596141906
STAT,45to49,50to100,1877,21.244909886048777
STAT,50+,20to24,1989,0.0
STAT,45to49,50to100,1878,22.190437755420504
STAT,25to29,25to29,1857,969.2725399415654
STAT,25to29,25to29,1856,695.4696880552024
STAT,45to49,50to100,1875,18.806322020034155
STAT,25to29,25to29,1855,371.09279134765166
STAT,45to49,50to100,1876,20.12411789165505
STAT,45to49,50to100,1879,22.975125263083484
STAT,50+,50to100,1997,0.0
STAT,50+,50to100,1998,0.0
STAT,50+,50to100,1999,0.0
STAT,25to29,25to29,1859,1386.6653485563231
STAT,50+,50to100,1993,0.0
STAT,25to29,50to100,1949,30.357014763412742
STAT,50+,50to100,1994,0.0
STAT,50+,50to100,1995,0.0
STAT,50+,50to100,1996,0.0
STAT,25to29,50to100,1945,30.38097484969325
STAT,25to29,50to100,1946,30.37497647263286
STAT,50+,50to100,1990,0.0
STAT,25to29,50to100,1947,30.368983252363623
STAT,50+,50to100,1991,0.0
STAT,25to29,50to100,1948,30.3629958422932
STAT,50+,50to100,1992,0.0
STAT,50+,20to24,1980,0.0
STAT,45to49,50to100,1880,23.632695246950355
STAT,25to29,25to29,1861,1674.060858510696
STAT,25to29,50to100,1941,30.404796675550873
STAT,50+,20to24,1981,0.0
STAT,45to49,50to100,1881,24.17092284938456
STAT,25to29,25to29,1860,1546.2072929463466
STAT,25to29,50to100,1942,30.398870186630916
STAT,50+,20to24,1982,0.0
STAT,25to29,50to100,1943,30.39292606747167
STAT,50+,20to24,1983,0.0
STAT,25to29,50to100,1944,30.386959557526115
STAT,50+,20to24,1984,0.0
STAT,45to49,50to100,1884,25.22037643992583
STAT,50+,20to24,1985,0.0
STAT,45to49,50to100,1885,25.415011599946332
STAT,50+,20to24,1986,0.0
STAT,45to49,50to100,1882,24.596009204970155
STAT,50+,20to24,1987,0.0
STAT,25to29,50to100,1940,30.410701270932883
STAT,45to49,50to100,1883,24.943289010243696
STAT,50+,20to24,1999,0.0
STAT,45to49,50to100,1866,4.467955400756535
STAT,45to49,50to100,1867,5.703279936250048
STAT,25to29,25to29,1889,2031.0631656284168
STAT,45to49,50to100,1864,2.5853382373560767
STAT,45to49,50to100,1865,3.42108983040285
STAT,25to29,25to29,1888,2031.5124803366414
STAT,25to29,25to29,1887,2031.9690308972404
STAT,25to29,25to29,1886,2032.4181219351467
STAT,45to49,50to100,1868,7.107698529823855
STAT,25to29,25to29,1885,2032.8649598781114
STAT,45to49,50to100,1869,8.661470711667446
STAT,25to29,25to29,1884,2033.4923849388454
STAT,20to24,20to24,2009,992.806162356085
STAT,50+,50to100,1986,0.0
STAT,20to24,20to24,2005,993.5754048719351
STAT,50+,50to100,1987,0.0
STAT,20to24,20to24,2006,993.3829514537431
STAT,50+,50to100,1988,0.0
STAT,20to24,20to24,2007,993.190603405666
STAT,50+,50to100,1989,0.0
STAT,20to24,20to24,2008,992.9983456601617
STAT,50+,50to100,1982,0.0
STAT,20to24,20to24,2012,992.2298969111953
STAT,50+,50to100,1983,0.0
STAT,20to24,20to24,2013,992.0378508608102
STAT,50+,50to100,1984,0.0
STAT,20to24,20to24,2014,991.8458045816113
STAT,50+,50to100,1985,0.0
STAT,20to24,20to24,2015,991.6537494114228
STAT,25to29,50to100,1956,30.31564041488204
STAT,25to29,50to100,1957,30.309806341026512
STAT,50+,50to100,1980,0.0
STAT,20to24,20to24,2010,992.6140373512928
STAT,25to29,50to100,1958,30.303983582261985
STAT,50+,50to100,1981,0.0
STAT,50+,20to24,1990,0.0
STAT,20to24,20to24,2011,992.4219541898996
STAT,25to29,50to100,1959,30.29817001062199
STAT,50+,20to24,1991,0.0
STAT,25to29,25to29,1894,2028.9144772360498
STAT,25to29,50to100,1952,30.339163759167246
STAT,50+,20to24,1992,0.0
STAT,45to49,50to100,1870,10.333144078288479
STAT,25to29,25to29,1893,2029.3520935997365
STAT,25to29,50to100,1953,30.33325285974833
STAT,50+,20to24,1993,0.0
STAT,25to29,25to29,1892,2029.7776092000136
STAT,25to29,50to100,1954,30.327361336331258
STAT,50+,20to24,1994,0.0
STAT,25to29,25to29,1891,2030.1981971640287
STAT,25to29,50to100,1955,30.32149075922187
STAT,50+,20to24,1995,0.0
STAT,45to49,50to100,1873,15.7161400847953
STAT,25to29,25to29,1890,2030.6253245355767
STAT,50+,20to24,1996,0.0
STAT,45to49,50to100,1874,17.251523408043468
STAT,50+,20to24,1997,0.0
STAT,45to49,50to100,1871,12.086517792189358
STAT,25to29,50to100,1950,30.35104535742058
STAT,50+,20to24,1998,0.0
STAT,45to49,50to100,1872,13.889725081820679
STAT,25to29,50to100,1951,30.345092887819114
STAT,45to49,50to100,1855,0.07118735054382119
STAT,25to29,25to29,1879,2034.5500163417355
STAT,45to49,50to100,1856,0.14162654261077134
STAT,25to29,25to29,1878,2034.780341001915
STAT,25to29,25to29,1877,2035.3221751139918
STAT,45to49,50to100,1859,0.46729896846822666
STAT,25to29,25to29,1876,2036.2018250150497
STAT,25to29,25to29,1875,2036.1645044475324
STAT,45to49,50to100,1857,0.211633674730076
STAT,25to29,25to29,1874,2036.2153785197559
STAT,45to49,50to100,1858,0.28194134495476053
STAT,25to29,25to29,1873,2036.7710555508213
SIM,35to39,35to39,1896,31
STAT,50+,50to100,1979,0.0
SIM,35to39,35to39,1897,31
SIM,35to39,35to39,1894,28
SIM,35to39,35to39,1895,29
SIM,35to39,35to39,1892,34
STAT,50+,50to100,1975,0.0
STAT,20to24,20to24,2016,991.4616793713423
SIM,35to39,35to39,1893,26
STAT,50+,50to100,1976,0.0
SIM,35to39,35to39,1890,24
STAT,50+,50to100,1977,0.0
SIM,35to39,35to39,1891,30
STAT,50+,50to100,1978,0.0
STAT,50+,50to100,1971,0.0
STAT,50+,50to100,1972,0.0
STAT,50+,50to100,1973,0.0
STAT,50+,50to100,1974,0.0
STAT,25to29,50to100,1967,30.25160114716353
STAT,25to29,50to100,1968,30.24574076183611
SIM,35to39,35to39,1898,28
STAT,25to29,50to100,1969,30.239870652368445
SIM,35to39,35to39,1899,24
STAT,50+,50to100,1970,0.0
STAT,45to49,35to39,2002,14.353802861959498
STAT,25to29,25to29,1883,2033.7777561183225
STAT,25to29,50to100,1963,30.27493636537369
STAT,45to49,35to39,2001,14.356584766201197
STAT,25to29,25to29,1882,2033.9190935911122
STAT,25to29,50to100,1964,30.26911690222779
STAT,45to49,35to39,2000,14.359370726345782
STAT,25to29,25to29,1881,2033.920911950614
STAT,25to29,50to100,1965,30.26328895622614
STAT,25to29,50to100,1966,30.25745086420885
STAT,25to29,25to29,1880,2034.5849700760662
STAT,45to49,50to100,1862,1.3394994958976438
STAT,45to49,50to100,1863,1.8379384849225167
STAT,25to29,50to100,1960,30.29236249621827
STAT,45to49,50to100,1860,0.6496177442758907
STAT,25to29,50to100,1961,30.286557250051146
STAT,45to49,50to100,1861,0.9416744109828447
STAT,25to29,50to100,1962,30.280749374280532
SIM,15to19,30to34,1996,160
STAT,50+,50to100,1968,0.0
SIM,15to19,30to34,1995,158
STAT,50+,50to100,1969,0.0
SIM,15to19,30to34,1998,169
SIM,15to19,30to34,1997,153
STAT,50+,50to100,1964,0.0
SIM,15to19,30to34,1999,167
STAT,50+,50to100,1965,0.0
STAT,50+,50to100,1966,0.0
STAT,50+,50to100,1967,0.0
SIM,20to24,40to44,2002,55
STAT,50+,50to100,1960,0.0
SIM,20to24,40to44,2003,50
STAT,50+,50to100,1961,0.0
SIM,20to24,40to44,2000,49
STAT,50+,50to100,1962,0.0
SIM,20to24,40to44,2001,48
STAT,50+,50to100,1963,0.0
SIM,20to24,40to44,2008,54
SIM,20to24,40to44,2009,56
SIM,20to24,40to44,2006,46
