Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,Binominal Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time
20180703-184733:344,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595290,15625,TRUE,58439,1y,10y,124699,249827,249827,1/1/1855,01/01/2015,102.1789764,440.9525011,2.23E-06,src/main/resources/valipop/results/batch54-fs/20180703-184733:344,0,0,1,0.6,TRUE,147,6006.115512,NONE,8,657.9934541
20180703-190019:945,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,577815,15625,TRUE,58439,1y,10y,126514,236108,236108,1/1/1855,01/01/2015,130.4244588,347.8474026,2.42E-06,src/main/resources/valipop/results/batch54-fs/20180703-190019:945,0,0,0,0.3,TRUE,147,5871.878888,NONE,85,413.8849792
20180703-190433:598,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,524856,15625,TRUE,58439,1y,10y,114714,214820,214820,1/1/1855,01/01/2015,89.93674671,299.2087891,2.77E-06,src/main/resources/valipop/results/batch54-fs/20180703-190433:598,0,0,0,0.3,TRUE,147,6327.29272,NONE,15,389.9107941
20180703-190631:562,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,647414,15625,TRUE,58439,1y,10y,135384,271501,271501,1/1/1855,01/01/2015,90.32150246,488.8016913,3.86E-06,src/main/resources/valipop/results/batch54-fs/20180703-190631:562,0,0,1,0.3,TRUE,147,5937.588968,NONE,12,664.5035522
20180703-190740:318,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,623695,15625,TRUE,58439,1y,10y,130578,261843,261843,1/1/1855,01/01/2015,93.61670605,463.9176699,2.41E-06,src/main/resources/valipop/results/batch54-fs/20180703-190740:318,0,0,1,0.3,TRUE,147,6144.458696,NONE,5,663.1891142
20180703-191525:168,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,519793,15625,TRUE,58439,1y,10y,112293,214305,214305,1/1/1855,01/01/2015,64.22552564,347.7966408,0.042525928,src/main/resources/valipop/results/batch54-fs/20180703-191525:168,0,0,0,1,TRUE,147,6334.695888,NONE,16,419.3109371
20180703-191738:495,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,530700,15625,TRUE,58439,1y,10y,114865,218008,218008,1/1/1855,01/01/2015,52.1954099,574.3563693,3.32E-06,src/main/resources/valipop/results/batch54-fs/20180703-191738:495,0,0,0,1,TRUE,147,6472.39212,NONE,16,425.054686
20180703-192807:404,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594160,15625,TRUE,58439,1y,10y,124310,249640,249640,1/1/1855,01/01/2015,96.12098073,460.7587512,1.95E-05,src/main/resources/valipop/results/batch54-fs/20180703-192807:404,0,0,1,1,TRUE,147,6166.974784,NONE,15,658.6361646
20180703-192717:965,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,661762,15625,TRUE,58439,1y,10y,138484,277144,277144,1/1/1855,01/01/2015,93.92249012,493.954684,4.37E-06,src/main/resources/valipop/results/batch54-fs/20180703-192717:965,0,0,1,1,TRUE,147,6376.342336,NONE,15,700.2315449
20180703-193318:609,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,515618,15625,TRUE,58439,1y,10y,112592,210380,210380,1/1/1855,01/01/2015,117.9412212,763.1089159,2.19E-06,src/main/resources/valipop/results/batch54-fs/20180703-193318:609,0,0,0,0,TRUE,147,7063.705352,NONE,6,595.8759093
20180703-193517:325,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,588323,15625,TRUE,58439,1y,10y,128254,241621,241621,1/1/1855,01/01/2015,81.21136784,1354.196274,2.85E-06,src/main/resources/valipop/results/batch54-fs/20180703-193517:325,0,0,0,0,TRUE,147,6933.594424,NONE,2,358.004407
20180703-194827:361,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,597808,15625,TRUE,58439,1y,10y,125222,250969,250969,1/1/1855,01/01/2015,133.903717,821.0728324,3.61E-06,src/main/resources/valipop/results/batch54-fs/20180703-194827:361,0,0,1,0,TRUE,147,6177.53112,NONE,17,665.4260155
