Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,Binominal Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time
20180704-121104:175,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594763,15625,TRUE,58439,1y,10y,124446,249723,249723,1/1/1855,01/01/2015,36.6195986,181.0949786,1.92E-06,src/main/resources/valipop/results/batch54-fs/20180704-121104:175,0,0,0.8,0.4,TRUE,147,7605.9118,NONE,7,274.3426281
20180704-121133:979,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594567,15625,TRUE,58439,1y,10y,124562,249570,249570,1/1/1855,01/01/2015,37.40023039,179.5048385,2.06E-06,src/main/resources/valipop/results/batch54-fs/20180704-121133:979,0,0,0.8,0.4,TRUE,147,7259.53956,NONE,19,262.7905088
20180704-121151:909,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,662111,15625,TRUE,58439,1y,10y,138396,278103,278103,1/1/1855,01/01/2015,38.6417389,198.4175216,2.48E-06,src/main/resources/valipop/results/batch54-fs/20180704-121151:909,0,0,0.8,0.4,TRUE,147,7619.58992,NONE,16,279.1394273
20180704-121547:599,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594487,15625,TRUE,58439,1y,10y,124384,249508,249508,1/1/1855,01/01/2015,38.17646184,193.3851882,1.71E-06,src/main/resources/valipop/results/batch54-fs/20180704-121547:599,0,0,0.2,0.1,TRUE,147,7805.746296,NONE,9,316.559862
20180704-121541:996,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,662194,15625,TRUE,58439,1y,10y,138612,277911,277911,1/1/1855,01/01/2015,45.19489857,211.2640518,1.77E-06,src/main/resources/valipop/results/batch54-fs/20180704-121541:996,0,0,0.2,0.1,TRUE,147,6738.238384,NONE,85,324.2448445
20180704-121358:031,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,243230,7812,TRUE,58439,1y,10y,53971,98164,98164,1/1/1855,01/01/2015,138.1779839,211.3945734,2.25E-06,src/main/resources/valipop/results/batch54-fs/20180704-121358:031,0,0,0,0.6,TRUE,147,4154.58836,NONE,21,351.5220106
20180704-121702:774,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,594195,15625,TRUE,58439,1y,10y,124324,249654,249654,1/1/1855,01/01/2015,38.87577299,188.7923224,2.30E-06,src/main/resources/valipop/results/batch54-fs/20180704-121702:774,0,0,0.2,0.1,TRUE,147,7624.023656,NONE,31,312.0383142
20180704-121511:303,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,248524,7812,TRUE,58439,1y,10y,54738,101812,101812,1/1/1855,01/01/2015,72.62777131,195.4304214,3.54E-06,src/main/resources/valipop/results/batch54-fs/20180704-121511:303,0,0,0,0.6,TRUE,147,4982.983928,NONE,2,388.6274909
20180704-121408:703,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,248807,7812,TRUE,58439,1y,10y,54338,101761,101761,1/1/1855,01/01/2015,60.66978123,329.4212479,2.78E-06,src/main/resources/valipop/results/batch54-fs/20180704-121408:703,0,0,0,0.6,TRUE,147,4915.581448,NONE,49,341.5768982
20180704-121756:827,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,662829,15625,TRUE,58439,1y,10y,138688,278137,278137,1/1/1855,01/01/2015,40.42671606,187.7262587,2.23E-06,src/main/resources/valipop/results/batch54-fs/20180704-121756:827,0,0,0.8,0.5,TRUE,147,7127.365464,NONE,25,285.3376417
20180704-121826:556,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596704,15625,TRUE,58439,1y,10y,124903,250396,250396,1/1/1855,01/01/2015,35.77027544,177.98928,2.07E-06,src/main/resources/valipop/results/batch54-fs/20180704-121826:556,0,0,0.8,0.5,TRUE,147,7476.736744,NONE,4,271.3284109
20180704-121917:439,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595522,15625,TRUE,58439,1y,10y,124692,250194,250194,1/1/1855,01/01/2015,36.85497029,179.1187072,1.78E-06,src/main/resources/valipop/results/batch54-fs/20180704-121917:439,0,0,0.8,0.5,TRUE,147,7644.0958,NONE,16,264.9846116
20180704-121239:528,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,244162,7812,TRUE,58439,1y,10y,53677,99241,99241,1/1/1855,01/01/2015,53.87083658,433.5897024,2.48E-06,src/main/resources/valipop/results/batch54-fs/20180704-121239:528,0,0,0,0.6,TRUE,147,4626.659344,NONE,15,352.5025927
20180704-121357:351,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,280088,7812,TRUE,58439,1y,10y,61792,113648,113648,1/1/1855,01/01/2015,89.07806848,375.4823854,0.023424352,src/main/resources/valipop/results/batch54-fs/20180704-121357:351,0,0,0,0.6,TRUE,147,4854.065664,NONE,45,348.0221755
20180704-121934:844,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595295,15625,TRUE,58439,1y,10y,124657,250054,250054,1/1/1855,01/01/2015,37.17809159,181.2188931,2.08E-06,src/main/resources/valipop/results/batch54-fs/20180704-121934:844,0,0,0.8,0.5,TRUE,147,7650.35088,NONE,7,264.748286
20180704-121816:260,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,609214,15625,TRUE,58439,1y,10y,127563,255582,255582,1/1/1855,01/01/2015,40.01983222,208.5216893,1.72E-06,src/main/resources/valipop/results/batch54-fs/20180704-121816:260,0,0,0.2,0.1,TRUE,147,7394.150144,NONE,49,314.146852
20180704-122029:404,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,591535,15625,TRUE,58439,1y,10y,123829,248465,248465,1/1/1855,01/01/2015,35.03319012,176.3561824,2.29E-06,src/main/resources/valipop/results/batch54-fs/20180704-122029:404,0,0,0.8,0.5,TRUE,147,7349.439448,NONE,23,271.7813532
20180704-121511:649,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,249220,7812,TRUE,58439,1y,10y,54567,101730,101730,1/1/1855,01/01/2015,79.99024986,381.7134044,2.36E-06,src/main/resources/valipop/results/batch54-fs/20180704-121511:649,0,0,0,0.6,TRUE,147,4597.832016,NONE,37,341.4024993
20180704-121711:278,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,266441,7812,TRUE,58439,1y,10y,58940,108302,108302,1/1/1855,01/01/2015,45.4391257,218.8118038,1.94E-06,src/main/resources/valipop/results/batch54-fs/20180704-121711:278,0,0,0,0.6,TRUE,147,4859.654976,NONE,12,406.8231466
20180704-121245:317,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,271730,7812,TRUE,58439,1y,10y,60694,110542,110542,1/1/1855,01/01/2015,181.9980833,301.521891,1.81E-06,src/main/resources/valipop/results/batch54-fs/20180704-121245:317,0,0,0,0.6,TRUE,147,4820.215056,NONE,10,463.6270673
20180704-121711:064,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,279932,7812,TRUE,58439,1y,10y,61658,114178,114178,1/1/1855,01/01/2015,57.16800647,440.5477119,4.97E-06,src/main/resources/valipop/results/batch54-fs/20180704-121711:064,0,0,0,0.6,TRUE,147,4730.3746,NONE,8,396.7562637
20180704-122456:899,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,629702,15625,TRUE,58439,1y,10y,131757,264331,264331,1/1/1855,01/01/2015,40.4577938,189.475884,1.99E-06,src/main/resources/valipop/results/batch54-fs/20180704-122456:899,0,0,0.2,0.1,TRUE,147,7793.712672,NONE,27,319.8554992
20180704-122524:030,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,595456,15625,TRUE,58439,1y,10y,124650,250007,250007,1/1/1855,01/01/2015,41.407528,194.0147032,2.23E-06,src/main/resources/valipop/results/batch54-fs/20180704-122524:030,0,0,0.2,0.1,TRUE,147,8166.754616,NONE,27,312.428539
20180704-122631:642,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592585,15625,TRUE,58439,1y,10y,123877,249111,249111,1/1/1855,01/01/2015,36.87429074,180.1510738,2.04E-06,src/main/resources/valipop/results/batch54-fs/20180704-122631:642,0,0,0.8,0.5,TRUE,147,7751.456232,NONE,13,266.4376591
20180704-122632:864,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592888,15625,TRUE,58439,1y,10y,124175,248802,248802,1/1/1855,01/01/2015,35.66606548,180.3120673,2.36E-06,src/main/resources/valipop/results/batch54-fs/20180704-122632:864,0,0,0.8,0.5,TRUE,147,8169.919848,NONE,13,272.4317006
20180704-122603:849,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,593922,15625,TRUE,58439,1y,10y,124236,249481,249481,1/1/1855,01/01/2015,37.7095949,194.9228952,2.06E-06,src/main/resources/valipop/results/batch54-fs/20180704-122603:849,0,0,0.2,0.1,TRUE,147,7820.58024,NONE,96,311.369306
20180704-122719:578,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,592926,15625,TRUE,58439,1y,10y,124081,249148,249148,1/1/1855,01/01/2015,36.99626761,178.3149054,2.30E-06,src/main/resources/valipop/results/batch54-fs/20180704-122719:578,0,0,0.8,0.5,TRUE,147,7774.752008,NONE,18,274.1201724
20180704-122739:232,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596043,15625,TRUE,58439,1y,10y,124698,250022,250022,1/1/1855,01/01/2015,37.19888752,177.0822221,1.92E-06,src/main/resources/valipop/results/batch54-fs/20180704-122739:232,0,0,0.8,0.5,TRUE,147,7391.640752,NONE,3,267.2406624
20180704-122740:171,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,596331,15625,TRUE,58439,1y,10y,124788,250337,250337,1/1/1855,01/01/2015,39.57580795,190.1569307,1.90E-06,src/main/resources/valipop/results/batch54-fs/20180704-122740:171,0,0,0.2,0.1,TRUE,147,7582.734808,NONE,34,308.1249332
20180704-122833:776,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,679047,15625,TRUE,58439,1y,10y,141999,285179,285179,1/1/1855,01/01/2015,40.28611752,191.063858,2.01E-06,src/main/resources/valipop/results/batch54-fs/20180704-122833:776,0,0,0.8,0.5,TRUE,147,7790.966888,NONE,15,280.6658824
20180704-122551:360,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,247885,7812,TRUE,58439,1y,10y,54265,101395,101395,1/1/1855,01/01/2015,42.57755844,260.8687695,1.89E-06,src/main/resources/valipop/results/batch54-fs/20180704-122551:360,0,0,0,1,TRUE,147,4803.384112,NONE,13,396.9631322
20180704-122627:215,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,271493,7812,TRUE,58439,1y,10y,59822,110917,110917,1/1/1855,01/01/2015,92.61083401,206.2564627,5.64E-06,src/main/resources/valipop/results/batch54-fs/20180704-122627:215,0,0,0,1,TRUE,147,4685.95448,NONE,5,372.0535547
20180704-122737:628,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,261759,7812,TRUE,58439,1y,10y,57136,107409,107409,1/1/1855,01/01/2015,75.30105513,188.1255829,2.24E-06,src/main/resources/valipop/results/batch54-fs/20180704-122737:628,0,0,0,1,TRUE,147,4655.34852,NONE,2,398.1782158
20180704-122733:010,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,240903,7812,TRUE,58439,1y,10y,52887,98689,98689,1/1/1855,01/01/2015,98.41310599,243.8636592,2.99E-06,src/main/resources/valipop/results/batch54-fs/20180704-122733:010,0,0,0,1,TRUE,147,4407.616208,NONE,6,327.246522
20180704-121621:140,batch54-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,288843,7812,TRUE,58439,1y,10y,63864,117632,117632,1/1/1855,01/01/2015,94.89388904,528.3770818,3.87E-06,src/main/resources/valipop/results/batch54-fs/20180704-121621:140,0,0,0,0.3,TRUE,147,4521.671656,NONE,28,771.6936374
