Start Time,Reason,Code Version,Inputs Directory,Total Pop,Seed Pop Size,Completed,Sim Length,Timestep,Input Width,Start Pop,End Pop,Peak Pop,Start Date,End Date,Sim Run time,CT Run time,Records Run time,Results Directory,Birth Factor,Death Factor,Recovery Factor,Proportional Recovery Factor,binomial Sampling,Min Birth Spacing,Peak Memory Usage (MB),Output Record Format,v/M,Stats Run Time,Eligibility Checks,Failed Eligibility Checks
20180709-123724:754,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1188778,31250,TRUE,58439,1y,10y,248796,498988,498988,1/1/1855,01/01/2015,78.45753236,268.8218992,2.01E-06,src/main/resources/valipop/results/batch53-fs/20180709-123724:754,0,0,0.5,0.9,TRUE,147,8506.496048,NONE,22,363.6968183,,
20180709-123440:397,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1184868,31250,TRUE,58439,1y,10y,247807,497303,497303,1/1/1855,01/01/2015,72.32454741,462.5168692,1.92E-06,src/main/resources/valipop/results/batch53-fs/20180709-123440:397,0,0,0.65,0,TRUE,147,8060.609264,NONE,35,344.9395518,,
20180709-123825:468,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1188121,31250,TRUE,58439,1y,10y,248487,498850,498850,1/1/1855,01/01/2015,82.36772359,267.1192169,2.29E-06,src/main/resources/valipop/results/batch53-fs/20180709-123825:468,0,0,0.5,0.9,TRUE,147,8728.536248,NONE,16,361.6536309,,
20180709-123630:024,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1327437,31250,TRUE,58439,1y,10y,277928,556939,556939,1/1/1855,01/01/2015,78.43173514,449.2013665,2.08E-06,src/main/resources/valipop/results/batch53-fs/20180709-123630:024,0,0,0.65,0,TRUE,147,7369.745752,NONE,13,364.7482183,,
20180709-124250:052,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1331719,31250,TRUE,58439,1y,10y,278639,559446,559446,1/1/1855,01/01/2015,79.42123785,288.5250512,2.10E-06,src/main/resources/valipop/results/batch53-fs/20180709-124250:052,0,0,0.65,0.05,TRUE,147,8789.468168,NONE,21,350.0807337,,
20180709-124552:686,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187660,31250,TRUE,58439,1y,10y,248430,498835,498835,1/1/1855,01/01/2015,75.84610712,276.6198446,2.24E-06,src/main/resources/valipop/results/batch53-fs/20180709-124552:686,0,0,0.65,0.05,TRUE,147,8901.139504,NONE,43,344.6535208,,
20180709-124603:540,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186327,31250,TRUE,58439,1y,10y,248196,498231,498231,1/1/1855,01/01/2015,77.70835713,260.2036201,2.01E-06,src/main/resources/valipop/results/batch53-fs/20180709-124603:540,0,0,0.5,0.4,TRUE,147,9014.701272,NONE,54,361.1083876,,
20180709-124653:365,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1183162,31250,TRUE,58439,1y,10y,247506,496847,496847,1/1/1855,01/01/2015,76.55012714,263.6152629,1.78E-06,src/main/resources/valipop/results/batch53-fs/20180709-124653:365,0,0,0.5,0.4,TRUE,147,9178.337496,NONE,45,362.4676965,,
20180709-124847:827,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191837,31250,TRUE,58439,1y,10y,249436,500451,500451,1/1/1855,01/01/2015,79.64788319,258.0765892,2.30E-06,src/main/resources/valipop/results/batch53-fs/20180709-124847:827,0,0,0.5,1,TRUE,147,9090.132656,NONE,21,359.7493409,,
20180709-124918:417,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187838,31250,TRUE,58439,1y,10y,248704,498780,498780,1/1/1855,01/01/2015,78.07943538,265.0988733,2.18E-06,src/main/resources/valipop/results/batch53-fs/20180709-124918:417,0,0,0.5,1,TRUE,147,8615.046536,NONE,22,366.4755318,,
20180709-123310:520,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1308642,31250,TRUE,58439,1y,10y,273878,549333,549333,1/1/1855,01/01/2015,196.9271607,684.3155392,2.55E-06,src/main/resources/valipop/results/batch53-fs/20180709-123310:520,0,0,0.55,0.05,TRUE,147,8358.578048,NONE,21,872.4571852,,
20180709-125019:251,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1330229,31250,TRUE,58439,1y,10y,278359,558679,558679,1/1/1855,01/01/2015,89.16817373,288.3509554,2.08E-06,src/main/resources/valipop/results/batch53-fs/20180709-125019:251,0,0,0.5,1,TRUE,147,9000.46392,NONE,46,380.9329414,,
20180709-124922:547,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1263346,31250,TRUE,58439,1y,10y,264333,530708,530708,1/1/1855,01/01/2015,75.53016053,469.6805377,1.97E-06,src/main/resources/valipop/results/batch53-fs/20180709-124922:547,0,0,0.65,0,TRUE,147,8355.868544,NONE,10,361.4041328,,
20180709-125125:655,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186545,31250,TRUE,58439,1y,10y,248339,497532,497532,1/1/1855,01/01/2015,72.46529536,436.4344783,1.94E-06,src/main/resources/valipop/results/batch53-fs/20180709-125125:655,0,0,0.65,0,TRUE,147,8970.462296,NONE,5,349.5856893,,
20180709-125450:855,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1296978,31250,TRUE,58439,1y,10y,271352,544827,544827,1/1/1855,01/01/2015,76.94982774,288.0284797,2.07E-06,src/main/resources/valipop/results/batch53-fs/20180709-125450:855,0,0,0.65,0.05,TRUE,147,9125.571752,NONE,24,341.4234407,,
20180709-125732:433,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1183564,31250,TRUE,58439,1y,10y,247632,497369,497369,1/1/1855,01/01/2015,75.46384149,272.7908147,2.19E-06,src/main/resources/valipop/results/batch53-fs/20180709-125732:433,0,0,0.65,0.05,TRUE,147,8918.90256,NONE,77,343.0071068,,
20180709-125745:289,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191258,31250,TRUE,58439,1y,10y,249238,499800,499800,1/1/1855,01/01/2015,78.10234041,261.2790446,2.00E-06,src/main/resources/valipop/results/batch53-fs/20180709-125745:289,0,0,0.5,0.4,TRUE,147,8967.676912,NONE,22,362.283005,,
20180709-125838:540,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186031,31250,TRUE,58439,1y,10y,248337,498017,498017,1/1/1855,01/01/2015,77.06710411,259.2794391,2.13E-06,src/main/resources/valipop/results/batch53-fs/20180709-125838:540,0,0,0.5,0.4,TRUE,147,9020.68696,NONE,22,363.8773789,,
20180709-130027:852,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1324776,31250,TRUE,58439,1y,10y,277305,556355,556355,1/1/1855,01/01/2015,88.33090175,276.3766621,2.21E-06,src/main/resources/valipop/results/batch53-fs/20180709-130027:852,0,0,0.5,1,TRUE,147,9230.643432,NONE,22,377.5410824,,
20180709-130110:667,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1204176,31250,TRUE,58439,1y,10y,252147,505934,505934,1/1/1855,01/01/2015,79.35536444,263.8070995,2.09E-06,src/main/resources/valipop/results/batch53-fs/20180709-130110:667,0,0,0.5,1,TRUE,147,8958.401136,NONE,22,368.6974542,,
20180709-130300:648,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190881,31250,TRUE,58439,1y,10y,249441,500031,500031,1/1/1855,01/01/2015,80.21078773,271.7833373,2.38E-06,src/main/resources/valipop/results/batch53-fs/20180709-130300:648,0,0,0.5,1,TRUE,147,9091.880952,NONE,21,369.5728805,,
20180709-130639:922,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1184284,31250,TRUE,58439,1y,10y,247766,497231,497231,1/1/1855,01/01/2015,70.56437325,269.1092214,2.09E-06,src/main/resources/valipop/results/batch53-fs/20180709-130639:922,0,0,0.65,0.05,TRUE,147,8957.279504,NONE,22,334.8313185,,
20180709-130431:696,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1188615,31250,TRUE,58439,1y,10y,248662,499190,499190,1/1/1855,01/01/2015,71.50692995,446.0857778,1.09E-05,src/main/resources/valipop/results/batch53-fs/20180709-130431:696,0,0,0.65,0,TRUE,147,8739.79104,NONE,3,349.58597,,
20180709-130546:520,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1319940,31250,TRUE,58439,1y,10y,276421,554554,554554,1/1/1855,01/01/2015,80.02655969,439.5558827,2.03E-06,src/main/resources/valipop/results/batch53-fs/20180709-130546:520,0,0,0.65,0,TRUE,147,7863.783776,NONE,5,367.7109311,,
20180709-130906:225,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1186041,31250,TRUE,58439,1y,10y,248135,497942,497942,1/1/1855,01/01/2015,76.64350567,276.6905573,2.30E-06,src/main/resources/valipop/results/batch53-fs/20180709-130906:225,0,0,0.65,0.05,TRUE,147,8066.647568,NONE,16,344.6662197,,
20180709-131305:257,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1184715,31250,TRUE,58439,1y,10y,247851,497488,497488,1/1/1855,01/01/2015,78.80924501,257.2863869,1.85E-06,src/main/resources/valipop/results/batch53-fs/20180709-131305:257,0,0,0.5,1,TRUE,147,8539.309184,NONE,20,369.5250639,,
20180709-131252:774,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1325885,31250,TRUE,58439,1y,10y,277519,556631,556631,1/1/1855,01/01/2015,89.33026259,276.0411892,1.78E-06,src/main/resources/valipop/results/batch53-fs/20180709-131252:774,0,0,0.5,1,TRUE,147,9239.385928,NONE,13,379.1839742,,
20180709-131504:893,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1324047,31250,TRUE,58439,1y,10y,277062,556412,556412,1/1/1855,01/01/2015,88.61549484,286.8113589,1.87E-06,src/main/resources/valipop/results/batch53-fs/20180709-131504:893,0,0,0.5,1,TRUE,147,8924.400288,NONE,17,372.959917,,
20180709-131756:857,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190285,31250,TRUE,58439,1y,10y,249179,500202,500202,1/1/1855,01/01/2015,70.7483137,277.2335905,2.29E-06,src/main/resources/valipop/results/batch53-fs/20180709-131756:857,0,0,0.65,0.05,TRUE,147,9106.543304,NONE,17,340.0029505,,
20180709-130228:585,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190587,31250,TRUE,58439,1y,10y,248977,499717,499717,1/1/1855,01/01/2015,176.6159928,634.748704,2.38E-06,src/main/resources/valipop/results/batch53-fs/20180709-130228:585,0,0,0.6,0.05,TRUE,147,8314.295864,NONE,23,859.0496877,,
20180709-132046:735,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189988,31250,TRUE,58439,1y,10y,249024,499018,499018,1/1/1855,01/01/2015,76.03828832,275.2361219,1.80E-06,src/main/resources/valipop/results/batch53-fs/20180709-132046:735,0,0,0.65,0.05,TRUE,147,9161.847016,NONE,16,343.9743669,,
20180709-131901:265,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1184601,31250,TRUE,58439,1y,10y,247711,497235,497235,1/1/1855,01/01/2015,70.84948862,446.3624865,2.29E-06,src/main/resources/valipop/results/batch53-fs/20180709-131901:265,0,0,0.65,0,TRUE,147,7498.650136,NONE,9,355.2050654,,
20180709-132036:322,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1246424,31250,TRUE,58439,1y,10y,260802,523394,523394,1/1/1855,01/01/2015,75.61579984,439.8812762,2.24E-06,src/main/resources/valipop/results/batch53-fs/20180709-132036:322,0,0,0.65,0,TRUE,147,9088.149424,NONE,4,358.8616737,,
20180709-132453:416,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1252295,31250,TRUE,58439,1y,10y,262409,525513,525513,1/1/1855,01/01/2015,80.43553109,266.6778632,2.34E-06,src/main/resources/valipop/results/batch53-fs/20180709-132453:416,0,0,0.5,1,TRUE,147,8901.277304,NONE,22,373.3768346,,
20180709-132520:089,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1183984,31250,TRUE,58439,1y,10y,248002,496847,496847,1/1/1855,01/01/2015,79.60727073,255.592241,2.22E-06,src/main/resources/valipop/results/batch53-fs/20180709-132520:089,0,0,0.5,1,TRUE,147,9208.341632,NONE,17,361.6943507,,
20180709-132736:123,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1187426,31250,TRUE,58439,1y,10y,248395,498555,498555,1/1/1855,01/01/2015,80.95264967,262.7463069,2.37E-06,src/main/resources/valipop/results/batch53-fs/20180709-132736:123,0,0,0.5,1,TRUE,147,9187.644464,NONE,26,360.5626915,,
20180709-133023:043,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1188272,31250,TRUE,58439,1y,10y,248677,499218,499218,1/1/1855,01/01/2015,177.131731,630.9765495,2.47E-06,src/main/resources/valipop/results/batch53-fs/20180709-133023:043,0,0,0.6,0.05,TRUE,147,8408.693768,NONE,22,816.5984478,,
20180709-135731:697,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1191108,31250,TRUE,58439,1y,10y,249091,499984,499984,1/1/1855,01/01/2015,174.8278824,654.4667586,2.46E-06,src/main/resources/valipop/results/batch53-fs/20180709-135731:697,0,0,0.6,0.05,TRUE,147,8817.408112,NONE,22,841.3002363,,
20180709-142526:494,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190235,31250,TRUE,58439,1y,10y,248874,499851,499851,1/1/1855,01/01/2015,173.0544894,628.6660293,2.61E-06,src/main/resources/valipop/results/batch53-fs/20180709-142526:494,0,0,0.6,0.05,TRUE,147,7123.492312,NONE,20,838.6230118,,
20180709-145250:728,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1195901,31250,TRUE,58439,1y,10y,250160,502179,502179,1/1/1855,01/01/2015,173.1827302,637.9913439,2.30E-06,src/main/resources/valipop/results/batch53-fs/20180709-145250:728,0,0,0.65,0.05,TRUE,147,8861.69588,NONE,16,822.2677036,,
20180709-152008:201,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1190707,31250,TRUE,58439,1y,10y,249084,500286,500286,1/1/1855,01/01/2015,173.0815085,629.2039056,2.29E-06,src/main/resources/valipop/results/batch53-fs/20180709-152008:201,0,0,0.65,0.05,TRUE,147,9057.48848,NONE,20,825.4383159,,
20180709-154720:136,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1189807,31250,TRUE,58439,1y,10y,249020,499238,499238,1/1/1855,01/01/2015,173.0229358,628.1881482,2.34E-06,src/main/resources/valipop/results/batch53-fs/20180709-154720:136,0,0,0.65,0.05,TRUE,147,9133.022104,NONE,28,828.1994772,,
20180709-161433:749,batch53-fs,dev-bf,src/main/resources/valipop/inputs/scotland_test_population/,1253214,31250,TRUE,58439,1y,10y,262189,526507,526507,1/1/1855,01/01/2015,182.5071565,644.6699826,2.37E-06,src/main/resources/valipop/results/batch53-fs/20180709-161433:749,0,0,0.65,0.05,TRUE,147,9072.705232,NONE,18,832.4612734,,
