Source,Age,NPCIAP,CIY,Date,freq
SIM,20to24,0+,NO,1961,21341
SIM,20to24,0+,NO,1960,21352
SIM,20to24,0+,NO,1963,21339
SIM,20to24,0+,NO,1962,21336
SIM,20to24,0+,NO,1969,21307
SIM,20to24,0+,NO,1968,21324
SIM,20to24,0+,NO,1965,21330
SIM,20to24,0+,NO,1964,21357
SIM,20to24,0+,NO,1967,21318
SIM,20to24,0+,NO,1966,21332
SIM,20to24,0+,NO,1972,21286
SIM,20to24,0+,NO,1971,21293
SIM,20to24,0+,NO,1974,21280
SIM,20to24,0+,NO,1973,21288
SIM,20to24,0+,NO,1970,21314
SIM,20to24,0+,NO,1979,21266
SIM,20to24,0+,NO,1976,21278
SIM,20to24,0+,NO,1975,21289
SIM,20to24,0+,NO,1978,21254
SIM,20to24,0+,NO,1977,21276
SIM,20to24,0+,NO,1983,21256
SIM,20to24,0+,NO,1982,21248
SIM,20to24,0+,NO,1985,21245
SIM,20to24,0+,NO,1984,21249
SIM,20to24,0+,NO,1981,21263
SIM,20to24,0+,NO,1980,21247
SIM,20to24,0+,NO,1987,21225
SIM,20to24,0+,NO,1986,21241
SIM,20to24,0+,NO,1989,21217
SIM,20to24,0+,NO,1988,21226
SIM,20to24,0+,NO,1994,21189
SIM,20to24,0+,NO,1993,21211
SIM,20to24,0+,NO,1996,21188
SIM,20to24,0+,NO,1995,21186
SIM,20to24,0+,NO,1990,21222
SIM,20to24,0+,NO,1992,21210
SIM,20to24,0+,NO,1991,21207
SIM,20to24,0+,NO,1998,21174
SIM,20to24,0+,NO,1997,21190
SIM,20to24,0+,NO,1999,21174
SIM,20to24,0+,NO,1925,21518
SIM,20to24,0+,NO,1924,21512
SIM,20to24,0+,NO,1927,21499
SIM,20to24,0+,NO,1926,21511
SIM,20to24,0+,NO,1921,21518
SIM,20to24,0+,NO,1920,21537
SIM,20to24,0+,NO,1923,21521
SIM,20to24,0+,NO,1922,21517
SIM,20to24,0+,NO,1918,21544
SIM,20to24,0+,NO,1917,21555
SIM,20to24,0+,NO,1919,21535
SIM,20to24,0+,NO,1930,21495
SIM,20to24,0+,NO,1936,21455
SIM,20to24,0+,NO,1935,21461
SIM,20to24,0+,NO,1938,21453
SIM,20to24,0+,NO,1937,21468
SIM,20to24,0+,NO,1932,21483
SIM,20to24,0+,NO,1931,21475
SIM,20to24,0+,NO,1934,21479
SIM,20to24,0+,NO,1933,21468
SIM,20to24,0+,NO,1929,21499
SIM,20to24,0+,NO,1928,21506
SIM,20to24,0+,NO,1941,21440
SIM,20to24,0+,NO,1940,21437
SIM,20to24,0+,NO,1947,21423
SIM,20to24,0+,NO,1946,21417
SIM,20to24,0+,NO,1949,21399
SIM,20to24,0+,NO,1948,21406
SIM,20to24,0+,NO,1943,21425
SIM,20to24,0+,NO,1942,21421
SIM,20to24,0+,NO,1945,21431
SIM,20to24,0+,NO,1944,21409
SIM,20to24,0+,NO,1939,21451
SIM,20to24,0+,NO,1950,21393
SIM,20to24,0+,NO,1952,21362
SIM,20to24,0+,NO,1951,21400
SIM,20to24,0+,NO,1958,21346
SIM,20to24,0+,NO,1957,21383
SIM,20to24,0+,NO,1959,21363
SIM,20to24,0+,NO,1954,21374
SIM,20to24,0+,NO,1953,21397
SIM,20to24,0+,NO,1956,21368
SIM,20to24,0+,NO,1955,21363
SIM,35to39,0+,NO,1934,23529
STAT,15to19,0+,YES,1995,1456.3933639724344
SIM,35to39,0+,NO,1933,23532
STAT,15to19,0+,YES,1994,1456.6762802717278
SIM,35to39,0+,NO,1932,23539
STAT,15to19,0+,YES,1993,1456.9593059580395
SIM,35to39,0+,NO,1931,23542
STAT,15to19,0+,YES,1992,1457.2424080726103
SIM,35to39,0+,NO,1938,23495
STAT,15to19,0+,YES,1991,1457.5255515227689
SIM,35to39,0+,NO,1937,23506
STAT,15to19,0+,YES,1990,1457.8087005274072
SIM,35to39,0+,NO,1936,23513
SIM,35to39,0+,NO,1935,23518
SIM,35to39,0+,NO,1939,23496
SIM,35to39,0+,NO,1930,23549
STAT,15to19,0+,YES,1999,1455.2632430507276
STAT,15to19,0+,YES,1998,1455.545515837538
STAT,15to19,0+,YES,1997,1455.8279654256726
STAT,15to19,0+,YES,1996,1456.1105852979153
SIM,35to39,0+,NO,1923,23589
SIM,35to39,0+,NO,1922,23586
SIM,35to39,0+,NO,1921,23594
SIM,35to39,0+,NO,1920,23594
SIM,35to39,0+,NO,1927,23561
SIM,35to39,0+,NO,1926,23558
SIM,35to39,0+,NO,1925,23565
SIM,35to39,0+,NO,1924,23581
SIM,35to39,0+,NO,1929,23552
