Source,Age,NPCIAP,CIY,Date,freq
SIM,20to24,0+,NO,1961,42693
SIM,20to24,0+,NO,1960,42701
SIM,20to24,0+,NO,1963,42664
SIM,20to24,0+,NO,1962,42707
SIM,20to24,0+,NO,1969,42623
SIM,20to24,0+,NO,1968,42631
SIM,20to24,0+,NO,1965,42661
SIM,20to24,0+,NO,1964,42674
SIM,20to24,0+,NO,1967,42632
SIM,20to24,0+,NO,1966,42647
SIM,20to24,0+,NO,1972,42601
SIM,20to24,0+,NO,1971,42618
SIM,20to24,0+,NO,1974,42562
SIM,20to24,0+,NO,1973,42594
SIM,20to24,0+,NO,1970,42614
SIM,20to24,0+,NO,1979,42522
SIM,20to24,0+,NO,1976,42546
SIM,20to24,0+,NO,1975,42563
SIM,20to24,0+,NO,1978,42543
SIM,20to24,0+,NO,1977,42559
SIM,20to24,0+,NO,1983,42486
SIM,20to24,0+,NO,1982,42503
SIM,20to24,0+,NO,1985,42476
SIM,20to24,0+,NO,1984,42495
SIM,20to24,0+,NO,1981,42514
SIM,20to24,0+,NO,1980,42515
SIM,20to24,0+,NO,1987,42457
SIM,20to24,0+,NO,1986,42456
SIM,20to24,0+,NO,1989,42434
SIM,20to24,0+,NO,1988,42437
SIM,20to24,0+,NO,1994,42387
SIM,20to24,0+,NO,1993,42418
SIM,20to24,0+,NO,1996,42370
SIM,20to24,0+,NO,1995,42407
SIM,20to24,0+,NO,1990,42432
SIM,20to24,0+,NO,1992,42405
SIM,20to24,0+,NO,1991,42420
SIM,20to24,0+,NO,1998,42350
SIM,20to24,0+,NO,1997,42372
SIM,20to24,0+,NO,1999,42335
SIM,20to24,0+,NO,1925,43023
SIM,20to24,0+,NO,1924,43039
SIM,20to24,0+,NO,1927,42993
SIM,20to24,0+,NO,1926,43022
SIM,20to24,0+,NO,1921,43041
SIM,20to24,0+,NO,1920,43059
SIM,20to24,0+,NO,1923,43035
SIM,20to24,0+,NO,1922,43060
SIM,20to24,0+,NO,1918,43092
SIM,20to24,0+,NO,1917,43092
SIM,20to24,0+,NO,1919,43078
SIM,20to24,0+,NO,1930,42971
SIM,20to24,0+,NO,1936,42920
SIM,20to24,0+,NO,1935,42913
SIM,20to24,0+,NO,1938,42906
SIM,20to24,0+,NO,1937,42929
SIM,20to24,0+,NO,1932,42953
SIM,20to24,0+,NO,1931,42962
SIM,20to24,0+,NO,1934,42930
SIM,20to24,0+,NO,1933,42954
SIM,20to24,0+,NO,1929,43005
SIM,20to24,0+,NO,1928,42983
SIM,20to24,0+,NO,1941,42858
SIM,20to24,0+,NO,1940,42897
SIM,20to24,0+,NO,1947,42806
SIM,20to24,0+,NO,1946,42824
SIM,20to24,0+,NO,1949,42818
SIM,20to24,0+,NO,1948,42813
SIM,20to24,0+,NO,1943,42850
SIM,20to24,0+,NO,1942,42879
SIM,20to24,0+,NO,1945,42859
SIM,20to24,0+,NO,1944,42844
SIM,20to24,0+,NO,1939,42898
SIM,20to24,0+,NO,1950,42786
SIM,20to24,0+,NO,1952,42761
SIM,20to24,0+,NO,1951,42797
SIM,20to24,0+,NO,1958,42715
SIM,20to24,0+,NO,1957,42739
SIM,20to24,0+,NO,1959,42705
SIM,20to24,0+,NO,1954,42742
SIM,20to24,0+,NO,1953,42776
SIM,20to24,0+,NO,1956,42740
SIM,20to24,0+,NO,1955,42734
