YEAR	2000
POPULATION	WORLD
SOURCE	https://en.wikipedia.org/wiki/Lists_of_most_common_surnames
VAR	NAMES
FORM	PROPORTION
LABELS	name	proportion
DATA
Sun	3.32E-05
Abbasov	0.001692172
Abdullayev	0.002734708
Adams	0.002027332
Aferdita	0.000445759
Ahmed	0.002237626
Aktar	0.000168595
Aleksejev	0.00110049
Ali	0.000744926
Alievi	0.002217292
Aliyev	0.00104326
Allen	0.001413446
Almeida	0.00203662
Alvarez	0.001554086
Andersen	0.001300285
Anderson	0.005175018
Andersson	0.003480889
Andov	0.001673162
Andreasen	0.000231769
Andrejev	7.27E-05
Angelov	0.002236104
Aquino	0.000184111
Arben	0.001461516
Attard	0.001985726
Avraham	0.000130838
Aydin	0.001879348
Azoulay	0.00211154
Babic	0.003222863
Bajram	0.00034048
Bakker	0.002337716
Balaz	0.000828386
Balodis	0.000934658
Balogor	0.000863876
Bandara	0.000822422
Bauer	0.001192818
Bautista	0.000698768
Becker	0.002113698
Bekim	0.000738863
Benitez	6.70E-05
Beridze	0.000739351
Berisha	0.00085868
Bernard	0.001020961
Bernasconi	0.00077515
Berzins	0.000536521
Bhoumik	0.000585088
Bianchi	0.002599332
Bishwas	0.002070133
Biton	0.001790499
Blind	0.001459837
Bogdanov	0.001868777
Bolkvadze	0.00368906
Bondarenko	0.00073047
Bondyopadhyay	0.001086031
Bonik	0.001862113
Borg	0.000471772
Boruya	0.000768815
Bouchard	0.00135169
Boyanov	0.001149955
Boykohighlanders)	0.000571573
Bozinov	0.000740364
Brankov	0.001928247
Brown	0.006832902
Bruno	0.002321543
Bui	0.000342316
Butkus	0.001743985
Byapari	0.00098394
Bytyqi	0.000462399
Calderon	0.001789126
Camilleri	0.000641465
Carvalho	0.00141955
Castillo	0.001144641
Cavadini	0.00230172
Ceban	0.001300336
Cebotari	0.000669733
Celik	0.000752077
Cengic	4.55E-05
Cereghetti	0.000490304
Cerny	0.002203561
Ceferov	0.002340521
Chen 	0.001295426
Chin	0.001642363
Christensen	0.000711031
Ciobanu	0.000364094
Claes	0.000444707
Clark	0.001389425
Cohen	0.000995478
Cojocari	0.000843984
Colombo	0.001540655
Contreras	0.002283408
Costa	0.000377677
Cote	0.00132479
Crivelli	0.000734096
Cruz	0.000319188
Dahan	0.001420433
Dam	0.000555535
Damcevski	0.001158079
Dang	0.001198844
Danielsen	0.000462027
Davidov	0.002374747
Davies	0.001681538
Davis	0.001941882
de	0.003411129
de Boer	0.002033056
De Jong	0.00146476
De Vries	0.003218577
Del Rosario	0.001577612
Dela Cruz	0.000804583
Delic	0.001919604
Delos Reyes	0.0014136
Delos Santos	0.000796254
Demir	0.002580537
Demirovic	0.001929109
Diaz	0.006477357
Dimitrov	0.001297164
Dissanayake	0.000610919
Djurhuus	0.002313485
Do	0.001236463
Donev	0.001703467
Dordevic	0.002006467
Duarte	0.001807082
Dubois	0.001017428
Dumitru	0.001027692
Durand	0.002261529
Duric	0.001893317
Dvorak	0.000407623
Eglitis	0.001065667
Egzon	0.000423575
Emine	0.000404942
Eriksson	0.001707744
Esposito	0.002094393
Ehmedov	0.000775232
Eliyev	0.001514556
Farkas	0.000310256
Farrugia	0.001468869
Fatime	0.002187808
Ferhatovic	0.002024074
Fernandez	0.004228685
Fernando	0.000230137
Ferrari	0.002091351
Ferreira	0.000991344
Filipov	0.001291612
Fischer	0.000298888
Flores	0.003235643
Fontana	0.000425985
Fortin	0.001226208
Friedman	0.000729229
Gagne	0.00236786
Gagnon	0.00124903
Galea	0.00216763
Galli	0.000845697
Gamage	0.001290343
Gao	0.00091821
Garcia	0.01460946
Garza	0.001540175
Gashi	0.001166894
Gauthier	0.000478605
Gelashvili	0.00307375
Gheorghe	0.00099185
Gimenez	0.000715718
Giorgadze	0.002752555
Giovanni	0.001705568
Gomez	0.0037636
Gonzales	0.002559704
Gonzalez	0.01746117
Goossens	0.001751829
Gospodinov	0.000961718
Grech	0.000498421
Greco	0.001823224
Green	0.001581002
Grigoryan	0.001376544
Gruber	0.001346051
Guo	0.001865784
Gustafsson	0.001179639
Gutierrez	0.001858658
Gutu	0.001441215
Hadzic	0.001403473
Hall	0.001799141
Hamalainen	4.73E-05
Hansen	0.005032519
Harris	0.001368923
Harutyunyan	0.000344167
Hasani	0.001303909
Hasanovic	0.000561734
He	0.00203699
Heikkinen	0.001014146
Hernandez	0.011809999
Hesenov	0.001462759
Hill	0.002260434
Hodzic	0.00179111
Hofer	0.000668739
Hoffmann	0.003344703
Hojgaard	0.002300204
Horak	0.000622144
Horvat	0.002602983
Horvath	0.001536098
Hoti	0.000410986
Hovhannisyan	0.000113581
Hu	0.001445592
Huang	8.43E-05
Huber	0.002907747
Huseynov	0.001442718
Huynh	0.001832327
Ibrahimovic	0.001352236
Ilic	0.001730057
Iliev	0.002061729
Ilves	0.001700788
Ismayilov	0.00331588
Ito	0.002159259
Ivanov	0.004968034
Ivanovic	0.001188526
Jackson	0.000589503
Jacobs	0.001255413
Jacobsen	0.000645081
Jankauskas	0.000247642
Jansen	0.001978965
Jansons	0.000956953
Janssen	0.001109622
Janssens	0.002048089
Jarvinen	0.00066154
Jayasinghe	0.001145452
Jensen	0.004232931
Jesus	0.0005341
Jimenez	0.002813605
Joensen	0.000472852
Johannesen	0.002247956
Johansen	0.000736627
Johansson	0.003336652
Johnson	0.003190902
Jones	0.007787326
Jonsson	0.000445027
Jorgensen	0.001908034
Jovanovic	0.002908943
Juric	0.000481784
Kalloe	0.000369462
Kalnins	0.001702429
Kaminski	0.001214162
Kapanadze	0.002528086
Karlsen	3.16E-05
Karlsson	0.004288043
Kask	0.00180144
Kastrati	0.002163643
Kato	0.001355491
Kavaliauskas	0.0005745
Kaya	0.003852191
Kazlauskas	0.000386467
Keller	0.000641497
Khachatryan	0.001323748
King	0.001706217
Kiss	0.001919296
Klein	0.000263654
Knezevic	0.001296228
Kobayashi	0.00161521
Koppel	0.001232585
Korhonen	0.001738948
Kos	0.000765353
Koskinen	0.001878023
Kovax	0.001894074
Kovac	0.000180239
Kovacevic	0.007691142
Kovacic	0.001385356
Kovacs	0.001564792
Kovalchuk	0.001017833
Kovalenko	0.000283149
Kowalczyk	0.001973475
Kowalski	0.000161144
Kozlov	0.000744978
Krajnc	0.002363617
Krasniqi	0.000577417
Kravchenko	0.000603188
Kristiansen	0.002093028
Krumins	0.001302169
Kryeziu	0.000487911
Kucera	0.00084143
Kukk	0.000722184
Kumara	0.002367623
Kuznetsov	0.003946714
Labba	0.001322072
Laine	0.000969139
Larsen	0.001991109
Larsson	0.004250377
Lavoie	0.00154101
Le	0.001924287
Lebedev	0.001392745
Lee	0.000162239
Leroy	0.000875795
Levi	0.000582743
Lewandowski	0.001953738
Lewis	0.001539001
Li	0.002027304
Lie	2.57E-05
Liepins	0.002352826
Lima	0.001551394
Lin	0.001347092
Lindholm	0.001581117
Liu	0.000310237
Liyanage	0.000250464
Lomidze	0.002451974
Lopez	0.013642194
Lukac	0.002364558
Lukic	0.000110781
Lungu	0.000986519
Luo	0.001460534
Ma	0.000416867
Maes	0.000702376
Magi	0.000894081
Maisuradze	0.00388322
Makela	0.000601999
Makinen	0.001988123
Malka	0.001336677
Mamedovi	0.001175143
Mammadov	0.002144068
Maoilriain	0.001334035
Maric	0.000233772
Markovic	0.003632243
Marquez	0.001798998
Martin	0.005509078
Martinez	0.018889791
Martins	0.00012034
Matei	0.001782591
Mayer	0.001570089
Meier	0.001218799
Meijer	0.000625973
Melnic	0.000384461
Melnyk	0.00174438
Mendoza	0.000801573
Mertens	0.001328143
Metodiev	0.002364402
Meyer	0.003048878
Memmedov	0.000976561
Micallef	0.001940989
Mihhailov	0.001562032
Mikkelsen	7.52E-05
Miller	0.001699325
Milosevic	1.98E-05
Mizrachi	0.00125857
Mlakar	0.00117573
Mohamed	0.002082247
Mohan	0.000113812
Molnar	0.004290585
Moore	0.00069055
Mora	0.000464868
Morales	0.00544118
Moreau	0.002293102
Morin	0.000996809
Morina	0.002236368
Morozov	0.001015871
Mortensen	0.0006731
Moser	0.00059441
Muhamet	0.001524583
Mulder	0.001171106
Muller	0.005122291
Munoz	0.001546684
Munteanu	0.000257535
Muratovic	0.001913639
Murchaidh	0.001185877
Murphy	0.000202849
Nagy	0.001714929
Nakamura	0.001013841
Navarro	0.001611142
Nemec	0.00148707
Nemeth	4.89E-05
Nguyen	0.001570466
Nielsen	0.001187132
Nieminen	0.001466912
Nikolic	0.00039801
Nilsen	0.001374581
Nilsson	0.003779282
Novak	0.002627228
Novikov	0.000830009
Novotny	0.000306138
Nowak	0.001209655
Nutti	0.000794767
Nyman	0.000690489
Oliveira	0.000623031
Oliynyk	0.001178049
Olsen	0.002883311
Olsson	0.002298971
Ozdemir	0.002338395
Ozolins	0.002292077
Ozols	0.000640721
Ozturk	0.002337017
Parn	0.000964605
Paulauskas	0.001807138
Pavlov	0.000982562
Pavlovic	0.001187397
Pedersen	0.002925707
Peeters	7.74E-05
Pena	0.001740365
Pereira	0.001253198
Perera	0.002356136
Peretz	0.001330661
Perez	0.016869501
Perovic	0.000901341
Persson	0.001022668
Petersen	9.39E-05
Petit	0.002127601
Petrauskas	0.001787921
Petrov	0.001345304
Petrovic	0.002370979
Pham	0.000416306
Phan	0.001315064
Pichler	0.002153711
Piero	0.001443826
Pinas	0.001096583
Pop	0.001118885
Popa	0.001521412
Popescu	0.000261175
Popov	0.000745578
Popovic	0.003148164
Potocnik	1.69E-05
Poulsen	0.001227668
Prochazka	0.001739586
Quliyev	0.001428529
Radovic	0.001425364
Radu	0.001353595
Radulovic	0.001131856
Ramadan	0.000502921
Ramirez	0.009258161
Ramos	0.000930562
Rasmussen	0.004353509
Ravelli	0.000930261
Rebane	0.000456904
Reuter	0.000745042
Reyes	0.002928828
Ricci	0.001385902
Richard	0.000207818
Rivera	0.002149754
Robert	0.00073301
Robinson	0.000870827
Rodrigues	0.001570404
Rodriguez	0.014396685
Rojas	0.004282317
Romano	0.000975735
Rosca	0.002266334
Rossi	0.002080155
Rotari	0.001965251
Roy	0.001152345
Ruaidhin	0.001364223
Russo	0.002268785
Rusu	0.0001368
Saar	0.000906794
Sahin	0.002475637
Sanchez	0.010604771
Santana	0.001366531
Sante	0.001467719
Santos	0.004837867
Sargsyan	0.001861945
Sato	0.001878482
Savic	0.001326205
Schmid	0.001731278
Schmidt	0.001224114
Schmit	0.002077357
Schmitz	0.001227281
Schneider	0.001654498
Schroeder	0.000862629
Schulz	0.001195865
Scott	0.001621481
Semjonov	0.001559541
Sepp	0.001290532
Sepulveda	0.001501971
Shala	0.00224158
Shevchenko	0.002348048
Shevchuk	0.000918192
Silva	0.003201027
Simonsen	0.00166901
Singh	0.003465008
Sirbu	0.001388045
Smirnov	0.003271708
Smit	0.003446269
Smith	0.009050991
Sokolov	0.000622268
Sorensen	0.001640766
Soto	0.000986435
Sousa	0.001814853
Spiteri	0.001562338
Stan	0.002126598
Stankevicius	0.000493283
Stankovic	0.00120956
Stefanov	0.001232241
Steiner	0.003712272
Stoica	0.000632167
Stojanovic	0.000880372
Stoyanov	0.001044037
Suarez	0.001729354
Subotic	0.001269183
Suzuki	0.001441949
Svensson	0.001701755
Svoboda	0.001911501
Szabo	0.001372154
Szymanski	0.000286829
Tahirovic	8.36E-05
Takahashi	0.000496146
Tamm	0.000640451
Tanaka	0.001978663
Tasev	0.001214357
Taylor	0.006105584
Thill	0.001868754
Thomas	0.003029951
Thompson	0.002047731
Thomsen	9.16E-05
Tjin	0.001698994
Tjon	0.000259765
Tkachenko	0.000540061
Torres	0.000169105
Toth	0.00169887
Tran	0.001306014
Tremblay	0.001259328
Trevino	0.000423392
Trifonov	0.000972257
Tsiklauri	0.002647024
Turcan	3.85E-05
Urbonas	0.001587452
Ursu	0.001697129
Valon	0.000890901
Van den	0.000805055
Van Dijk	0.001234022
Varga	0.00197024
Vasiliauskas	0.000256865
Vasquez	0.002193151
Vassiljev	0.00203252
vd Berg	0.001603082
Vella	0.000228411
Vera	0.002268938
Vesely	0.000353217
Vidmar	0.001059297
Villalba	0.000677389
Virtanen	0.001898683
Visser	0.001482391
Vu	0.00010498
Vuennaa	0.002265495
Vujovic	0.000824066
Vukovic	0.002301021
Wagner	0.003948968
Wagnerwagons	0.001629716
Walker	0.000482236
Walsh	0.001607204
Wang	0.002369818
Watanabe	0.001917694
Weber	0.000894116
White	0.002861857
Willems	0.000315604
Williams	0.006995276
Wilson	0.006822132
Wisniewski	0.000457607
Wojcik	2.02E-05
Wong	0.00120313
Wouters	0.000485857
Wozniak	0.001993376
Wright	0.001223334
Wu	0.002260438
Xu	0.000746831
Yamamoto	0.001739115
Yang	0.000591269
Yildirim	0.001361845
Yildiz	0.001974575
Yilmaz	0.000839993
Young	0.000999676
Zammit	0.0020842
Zarins	0.001733074
Zhang	0.002126351
Zhao	0.002185316
Zhou	0.001411616
Zhu	0.00106778
Zielinski	0.001822183
Zukauskas	0.001127209
Zupancic	0.001532925
Ibahoy	0.001925686
Каbaney	0.002023134
Каsnoy	0.000628086
Каsnoyski	0.001152039
Ноbik	0.00203328
